Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Lineage	Annotation BUSCO Missing	Annotation BUSCO Single Copy	Annotation BUSCO Total Count	Annotation BUSCO Version	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed	Assembly BioSample Collected by	Assembly BioSample Collection date	Assembly BioSample Cultivar	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage	Assembly BioSample Ecotype	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Identified by	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category	Assembly BioSample Isolate	Assembly BioSample Isolate name alias	Assembly BioSample Isolation source	Assembly BioSample Last updated	Assembly BioSample Latitude and Longitude	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name	Assembly BioSample Publication date	Assembly BioSample Sample name	Assembly BioSample Serotype	Assembly BioSample Serovar	Assembly BioSample Sex	Assembly BioSample Source type	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain	Assembly BioSample Sub-species	Assembly BioSample Submission date	Assembly BioSample Tissue	Assembly Blast URL	Assembly Description	Assembly Diploid Role	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Differences	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly RefSeq GenBank Are Different	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats ATGC Count	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_043950185.1	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae	91.08	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	89.05	type	Klebsiella pneumoniae subsp. pneumoniae	91.08	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5586	179	5887	Best-placed reference protein set; GeneMarkS-2+	GCF_043950185.1-RS_2024_10_28	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-10-28		6.8		HGAP v. 4			PRJNA1175394	PRJNA1175394			Klebsiella pneumoniae strain:JX-CRKP-K30 Genome sequencing	SAMN44359594		sample_type	cell culture		PRJNA1175394						2024										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JX-CRKP-K30					2024-10-20T23:01:09.440		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-10-20T00:00:00.000						live	2024-10-20T22:34:03.969	JX-CRKP-K30		2024-10-20T22:34:03.970						Complete Genome				ASM4395018v1		GCA_043950185.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-10-27	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5856452	1	5436112		3338728	57	247	4	4		4	1	5436112	4	5856452	5856452	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.4	GCF_043950185.1													JX-CRKP-K30	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045344295.1	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5628	185	5935	Best-placed reference protein set; GeneMarkS-2+	GCF_045344295.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187795	PRJNA1187795			Klebsiella pneumoniae strain:JXZRKP1 Genome sequencing	SAMN44805373		strain	JXZRKP1		PRJNA1187795						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP1				sputum	2024-11-19T00:01:26.450		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-18T00:00:00.000						live	2024-11-18T23:59:03.709	JXZRKP1		2024-11-18T23:59:03.710						Complete Genome				ASM4534429v1		GCA_045344295.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5882922	1	5463404		3354214	57	74	6	6		6	1	5463404	6	5882922	5882922	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045344295.1													JXZRKP1	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045344295.1	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5628	185	5935	Best-placed reference protein set; GeneMarkS-2+	GCF_045344295.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187795	PRJNA1187795			Klebsiella pneumoniae strain:JXZRKP1 Genome sequencing	SAMN44805373		host	Homo sapiens		PRJNA1187795						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP1				sputum	2024-11-19T00:01:26.450		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-18T00:00:00.000						live	2024-11-18T23:59:03.709	JXZRKP1		2024-11-18T23:59:03.710						Complete Genome				ASM4534429v1		GCA_045344295.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5882922	1	5463404		3354214	57	74	6	6		6	1	5463404	6	5882922	5882922	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045344295.1													JXZRKP1	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045344295.1	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5628	185	5935	Best-placed reference protein set; GeneMarkS-2+	GCF_045344295.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187795	PRJNA1187795			Klebsiella pneumoniae strain:JXZRKP1 Genome sequencing	SAMN44805373		isolation_source	sputum		PRJNA1187795						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP1				sputum	2024-11-19T00:01:26.450		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-18T00:00:00.000						live	2024-11-18T23:59:03.709	JXZRKP1		2024-11-18T23:59:03.710						Complete Genome				ASM4534429v1		GCA_045344295.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5882922	1	5463404		3354214	57	74	6	6		6	1	5463404	6	5882922	5882922	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045344295.1													JXZRKP1	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045344295.1	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5628	185	5935	Best-placed reference protein set; GeneMarkS-2+	GCF_045344295.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187795	PRJNA1187795			Klebsiella pneumoniae strain:JXZRKP1 Genome sequencing	SAMN44805373		collection_date	2022		PRJNA1187795						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP1				sputum	2024-11-19T00:01:26.450		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-18T00:00:00.000						live	2024-11-18T23:59:03.709	JXZRKP1		2024-11-18T23:59:03.710						Complete Genome				ASM4534429v1		GCA_045344295.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5882922	1	5463404		3354214	57	74	6	6		6	1	5463404	6	5882922	5882922	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045344295.1													JXZRKP1	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045344295.1	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5628	185	5935	Best-placed reference protein set; GeneMarkS-2+	GCF_045344295.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187795	PRJNA1187795			Klebsiella pneumoniae strain:JXZRKP1 Genome sequencing	SAMN44805373		geo_loc_name	China:Nanchang		PRJNA1187795						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP1				sputum	2024-11-19T00:01:26.450		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-18T00:00:00.000						live	2024-11-18T23:59:03.709	JXZRKP1		2024-11-18T23:59:03.710						Complete Genome				ASM4534429v1		GCA_045344295.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5882922	1	5463404		3354214	57	74	6	6		6	1	5463404	6	5882922	5882922	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045344295.1													JXZRKP1	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045344295.1	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5628	185	5935	Best-placed reference protein set; GeneMarkS-2+	GCF_045344295.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187795	PRJNA1187795			Klebsiella pneumoniae strain:JXZRKP1 Genome sequencing	SAMN44805373		sample_type	cell culture		PRJNA1187795						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP1				sputum	2024-11-19T00:01:26.450		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-18T00:00:00.000						live	2024-11-18T23:59:03.709	JXZRKP1		2024-11-18T23:59:03.710						Complete Genome				ASM4534429v1		GCA_045344295.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5882922	1	5463404		3354214	57	74	6	6		6	1	5463404	6	5882922	5882922	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045344295.1													JXZRKP1	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345785.1	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	186	5943	Best-placed reference protein set; GeneMarkS-2+	GCF_045345785.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187798	PRJNA1187798			Klebsiella pneumoniae strain:JXZRKP2 Genome sequencing	SAMN44805724		strain	JXZRKP2		PRJNA1187798						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP2				sputum	2024-11-19T01:01:43.933		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:08:11.659	JXZRKP2		2024-11-19T00:08:11.660						Complete Genome				ASM4534578v1		GCA_045345785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5889541	1	5465314		3357426	57	58	6	6		6	1	5465314	6	5889541	5889541	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345785.1													JXZRKP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345785.1	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	186	5943	Best-placed reference protein set; GeneMarkS-2+	GCF_045345785.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187798	PRJNA1187798			Klebsiella pneumoniae strain:JXZRKP2 Genome sequencing	SAMN44805724		host	Homo sapiens		PRJNA1187798						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP2				sputum	2024-11-19T01:01:43.933		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:08:11.659	JXZRKP2		2024-11-19T00:08:11.660						Complete Genome				ASM4534578v1		GCA_045345785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5889541	1	5465314		3357426	57	58	6	6		6	1	5465314	6	5889541	5889541	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345785.1													JXZRKP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345785.1	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	186	5943	Best-placed reference protein set; GeneMarkS-2+	GCF_045345785.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187798	PRJNA1187798			Klebsiella pneumoniae strain:JXZRKP2 Genome sequencing	SAMN44805724		isolation_source	sputum		PRJNA1187798						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP2				sputum	2024-11-19T01:01:43.933		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:08:11.659	JXZRKP2		2024-11-19T00:08:11.660						Complete Genome				ASM4534578v1		GCA_045345785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5889541	1	5465314		3357426	57	58	6	6		6	1	5465314	6	5889541	5889541	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345785.1													JXZRKP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345785.1	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	186	5943	Best-placed reference protein set; GeneMarkS-2+	GCF_045345785.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187798	PRJNA1187798			Klebsiella pneumoniae strain:JXZRKP2 Genome sequencing	SAMN44805724		collection_date	2022		PRJNA1187798						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP2				sputum	2024-11-19T01:01:43.933		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:08:11.659	JXZRKP2		2024-11-19T00:08:11.660						Complete Genome				ASM4534578v1		GCA_045345785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5889541	1	5465314		3357426	57	58	6	6		6	1	5465314	6	5889541	5889541	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345785.1													JXZRKP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345785.1	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	186	5943	Best-placed reference protein set; GeneMarkS-2+	GCF_045345785.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187798	PRJNA1187798			Klebsiella pneumoniae strain:JXZRKP2 Genome sequencing	SAMN44805724		geo_loc_name	China:Nanchang		PRJNA1187798						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP2				sputum	2024-11-19T01:01:43.933		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:08:11.659	JXZRKP2		2024-11-19T00:08:11.660						Complete Genome				ASM4534578v1		GCA_045345785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5889541	1	5465314		3357426	57	58	6	6		6	1	5465314	6	5889541	5889541	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345785.1													JXZRKP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345785.1	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.9	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5635	186	5943	Best-placed reference protein set; GeneMarkS-2+	GCF_045345785.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187798	PRJNA1187798			Klebsiella pneumoniae strain:JXZRKP2 Genome sequencing	SAMN44805724		sample_type	cell culture		PRJNA1187798						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP2				sputum	2024-11-19T01:01:43.933		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:08:11.659	JXZRKP2		2024-11-19T00:08:11.660						Complete Genome				ASM4534578v1		GCA_045345785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5889541	1	5465314		3357426	57	58	6	6		6	1	5465314	6	5889541	5889541	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345785.1													JXZRKP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345795.1	99.71	GCA_000788015.1	89.4	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89.4	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5605	175	5902	Best-placed reference protein set; GeneMarkS-2+	GCF_045345795.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187800	PRJNA1187800			Klebsiella pneumoniae strain:JXZRKP3 Genome sequencing	SAMN44805727		strain	JXZRKP3		PRJNA1187800						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP3				sputum	2024-11-19T01:01:43.990		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:14:05.511	JXZRKP3		2024-11-19T00:14:05.510						Complete Genome				ASM4534579v1		GCA_045345795.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5856789	1	5463404		3340844	57	83	6	6		6	1	5463404	6	5856789	5856789	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345795.1													JXZRKP3	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_045345795.1	99.71	GCA_000788015.1	89.4	type	Klebsiella pneumoniae	91.44	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	89.4	type	Klebsiella pneumoniae subsp. pneumoniae	91.44	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5605	175	5902	Best-placed reference protein set; GeneMarkS-2+	GCF_045345795.1-RS_2024_11_27	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2024-11-27		6.9		canu v. 4.0			PRJNA1187800	PRJNA1187800			Klebsiella pneumoniae strain:JXZRKP3 Genome sequencing	SAMN44805727		host	Homo sapiens		PRJNA1187800						2022										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXZRKP3				sputum	2024-11-19T01:01:43.990		Microbe, viral or environmental		The First Affiliated Hospital, Jiangxi Medical College, Nanchang University	Microbe.1.0		2024-11-19T00:00:00.000						live	2024-11-19T00:14:05.511	JXZRKP3		2024-11-19T00:14:05.510						Complete Genome				ASM4534579v1		GCA_045345795.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-11-26	PacBio Sequel	current	The First Affiliated Hospital, Jiangxi Medical College, Nanchang University			haploid	5856789	1	5463404		3340844	57	83	6	6		6	1	5463404	6	5856789	5856789	99.07	88.0407	0.23	Klebsiella pneumoniae	species	573	v1.2.4	GCF_045345795.1													JXZRKP3	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
